Date,Close,High,Low,Open,Volume,RSI14
2025-09-22,255.5928192138672,256.15178189089505,247.64797087114997,247.82763635806887,105517400,
2025-09-23,253.9459686279297,256.8504363399061,253.0975947938589,255.39322235208516,60275200,
2025-09-24,251.8300018310547,255.2534845023776,250.56241362070242,254.73446948849343,42303700,
2025-09-25,256.3813171386719,256.6807646844572,251.2311452680336,252.72829161839874,55202100,
2025-09-26,254.97401428222656,257.10994249251326,253.2972024297037,253.61660096533106,46076300,
2025-09-29,253.9459686279297,254.5148915782133,252.52867184357527,254.0757261912774,40127700,
2025-09-30,254.14559936523438,255.4331385813304,252.6284867333586,254.37515755125318,37704300,
2025-10-01,254.9640350341797,258.29769267334166,254.44502000530687,254.55481135314994,48713900,
2025-10-02,256.6408386230469,257.68882891050583,253.66649683440303,256.09186667190835,42630200,
2025-10-03,257.5291442871094,258.7468246365968,253.46689477740222,254.18552630266564,49155600,
2025-10-06,256.2016906738281,258.5771679771474,254.56481112131073,257.49920544747016,44664100,
2025-10-07,255.99208068847656,256.91031341337026,254.94405994391948,256.3214394907812,31955800,
2025-10-08,257.5690612792969,258.0281776413904,255.62275879770374,256.03198246417537,36496900,
2025-10-09,253.55670166015625,257.50917476461467,252.65841993311406,257.3195337882977,38322000,
2025-10-10,244.80340576171875,255.8922708493858,243.53581752909898,254.45500785015722,61999100,32.144038602078695
2025-10-13,247.18885803222656,249.2149949644775,245.09284695690994,248.90558714178317,38142900,39.08416576201365
2025-10-14,247.29864501953125,248.37659224814226,244.23447809703134,246.13087266264282,35478000,42.17241061191139
2025-10-15,248.8656463623047,251.3409393203658,246.99920876557604,249.01537013681215,33893600,35.52477598605809
2025-10-16,246.979248046875,248.56621957555782,244.66366953460536,247.7777291727393,39777000,34.881052758545266
2025-10-17,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000,46.468620188409545
2025-10-20,261.7411193847656,263.87706298772724,255.14370850365398,255.4032084113237,90483000,59.50063365550517
2025-10-21,262.2701110839844,264.7853366806196,261.33189684706855,261.38182000576944,46695900,59.20524494655582
2025-10-22,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300,51.5566250672451
2025-10-23,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900,51.8292429329268
2025-10-24,262.32000732421875,263.6275126875418,258.68691759501684,260.69310343226954,38253700,56.87989650214305
2025-10-27,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200,62.249164451040606
2025-10-28,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800,61.17696782420236
2025-10-29,269.1869201660156,270.8936584399069,266.6018207191691,268.76770579477784,51086700,67.16356239485802
2025-10-30,270.8836669921875,273.6184749716116,267.969239224885,271.4725408872279,69886500,83.89107400771414
2025-10-31,269.85565185546875,276.79244258078194,268.647962249571,276.4630533049319,86167100,80.5324747876896
2025-11-03,268.53814697265625,270.33474092754267,265.74348587775046,269.90556627002525,50194600,77.70836733962632
2025-11-04,269.5262756347656,270.9734988318123,267.11086611942017,267.8195068636227,49274800,77.36652096951597
2025-11-05,269.6260986328125,271.18312844251227,266.4221834255846,268.0989800730272,43683100,81.48769840731035
2025-11-06,269.25677490234375,272.8798740142925,267.38037702601645,267.38037702601645,51204000,77.69327576000953
2025-11-07,267.9592590332031,271.7719991063764,266.26248096015127,269.28671541495146,48227400,63.59667737018975
2025-11-10,269.1781311035156,273.4741297822401,267.20997142836535,268.7085692371889,41312400,64.66280256823492
2025-11-11,274.99267578125,275.65206242273547,269.5477586519058,269.55775905965567,46208300,83.98838193476104
2025-11-12,273.21435546875,275.4722525277038,271.4460210796085,274.74292397164845,48398000,77.47655353249031
2025-11-13,272.6948547363281,276.4413491841305,271.83564282199285,273.85374352181776,49602800,72.55871544657182
2025-11-14,272.15533447265625,275.70200347225597,269.3479639093673,270.7965900477885,47431300,60.98397473226035
2025-11-17,267.2099609375,270.2371271729127,265.48159771217263,268.5687054184609,45018300,47.1354027752132
2025-11-18,267.19000244140625,270.4569347049811,265.0719890725528,269.7376065335732,45677300,45.38458825603949
2025-11-19,268.3089294433594,271.9555110777923,265.2517925781922,265.2817633125939,40424500,43.885781537841645
2025-11-20,266.0010986328125,275.17250947675234,265.67142054546326,270.5768036466949,45823600,41.371102834078904
2025-11-21,271.2361755371094,273.0744516711978,265.4216397990326,265.70137680880595,59030800,55.13857034416779
2025-11-24,275.6620788574219,276.7410558404627,270.64675212306133,270.64675212306133,65585800,60.33294343291897
2025-11-25,276.7110900878906,280.1179060838009,274.9926967216935,275.012667049666,46914200,61.56179127311626
2025-11-26,277.29052734375,279.26868736786383,276.3714044558947,276.70108254872224,33431400,63.02075604964359
2025-11-28,278.5893249511719,278.73917862681736,275.73198274965245,277.0008150112318,20135600,67.22803206558726
2025-12-01,282.8353576660156,283.1550658399818,275.88187257202503,277.75011957449965,46587700,70.1563431766959
2025-12-02,285.9224548339844,287.1313151163589,282.36578537497866,282.7354345985028,53669500,67.54334317251352
2025-12-03,283.8843688964844,288.35019153510143,283.0351573834178,285.9324708384744,43538700,66.98475896784197
2025-12-04,280.4375915527344,284.46382276925783,278.32954829392816,283.83440686502166,43989100,61.274353837868006
2025-12-05,278.5193786621094,280.8771882481053,277.79005013345267,280.27774306596746,47265800,58.90910395869985
2025-12-08,277.6302185058594,279.4085531850005,275.8918244790692,277.86998437615557,38211800,66.45634226392724
2025-12-09,276.9208679199219,279.7682096639769,276.6611317163261,277.8999627322321,32193300,65.04011659992358
2025-12-10,278.5193786621094,279.48847306800184,276.1815698919154,277.490342786908,33038300,65.55082500580991
2025-12-11,277.77008056640625,279.3286197507982,273.5540244422053,278.83908758708685,33248000,68.81787484873327
2025-12-12,278.0198669433594,278.9589906850317,276.5612402656973,277.64021728323,39532900,62.90388495823861
2025-12-15,273.8537292480469,279.8880911943856,272.5849275039148,279.8880911943856,50409100,46.525838111654416
2025-12-16,274.353271484375,275.2424541197232,271.53593087885605,272.5649667835892,37648600,45.37251214355448
2025-12-17,271.58587646484375,275.90184538512057,271.38608172110213,274.75292651919426,50138700,39.68946497517926
2025-12-18,271.935546875,273.374203136776,266.7004552212896,273.35420232069225,51630700,37.546764389724004
2025-12-19,273.4141845703125,274.34330788170604,269.64768928264715,271.8955859651445,144632000,30.329660246942538
2025-12-22,270.7166748046875,273.62395794129594,270.25711338978425,272.6048920133635,36571800,17.72703189710228
2025-12-23,272.1053771972656,272.2452609569047,269.30800689497966,270.5868091030317,29642000,24.291434874352575
2025-12-24,273.55401611328125,275.17249671786806,271.9455359163183,272.085389177814,17910600,33.54042705966313
2025-12-26,273.1444091796875,275.1125687682936,272.6049054553,273.9037084592662,21521800,36.148376045790656
2025-12-29,273.50408935546875,274.10350406329195,272.0954038139857,272.4350823114352,23715200,39.068389571370595
2025-12-30,272.82470703125,273.82377221524894,272.02546707967076,272.5549704076282,22139600,39.13052632601861
2025-12-31,271.6058349609375,273.42414083736213,271.49595243002375,272.80472532736104,27293600,31.277159494934637
2026-01-02,270.75665283203125,277.58025431004916,268.7485221479618,272.0054842546519,37838100,31.108860626306992
2026-01-05,267.0101623535156,271.25618925068443,265.89121426121545,270.38700744645297,45647200,25.045376319095126
2026-01-06,262.1147155761719,267.2998660934885,261.8749496989937,266.7503924619391,52352100,24.243848611702575
2026-01-07,260.08660888671875,263.4334831315393,259.56710600115036,262.95395138764474,48309800,20.665637588946197
2026-01-08,258.7978515625,259.0476178563403,255.46096229095477,256.7797203952787,50419300,22.003586422903936
2026-01-09,259.1275329589844,259.9667440583015,255.98048371428257,258.8377955175017,39997000,21.935262122470476
2026-01-12,260.0067138671875,261.05572011368304,256.5599267903311,258.9177364764393,45263800,19.829139654982967
2026-01-13,260.8059387207031,261.56523797230057,258.148452318208,258.4781303943212,45730800,25.614490363835955
2026-01-14,259.71697998046875,261.57525710051715,256.4700180914029,259.247418118488,40019400,19.0618164635587
2026-01-15,257.9685974121094,260.7959687899761,256.8096782083212,260.40631875644857,39388600,11.651851618241807
2026-01-16,255.29112243652344,258.6579671912775,254.69167723491495,257.6589020182799,72142800,10.482031314911495
2026-01-20,246.46937561035156,254.55180921698133,243.19244305608962,252.49373739571587,80267500,6.4670844654244775
2026-01-21,247.41848754882812,251.3248360900433,244.9507953165175,248.46750904444812,54641700,9.441701077837777
2026-01-22,248.1178436279297,250.76536025794266,247.9180183962477,248.96703988447874,39708300,11.871507757181902
2026-01-23,247.80812072753906,249.17685039145397,244.45126111041233,247.08880782235642,41689000,12.083135213467742
2026-01-26,255.17123413085938,256.32015295784896,249.5664780183616,251.24490015634893,55969200,32.52725148474538
2026-01-27,258.0285339355469,261.70511669708895,257.96859246831417,258.92771692213245,49648300,43.583281336710954
2026-01-28,256.2002868652344,258.61800761819165,254.27208306792676,257.409147241713,41288000,43.858580539126606
2026-01-29,258.0385437011719,259.4072580677027,254.17216647920577,257.75880668092503,67253000,48.82057539197228
2026-01-30,259.2374267578125,261.6551472598355,251.94423313215475,254.93144331105526,92443400,50.16620879628091
2026-02-02,269.7575988769531,270.2371306501278,258.9676766447768,259.7869174093499,73913400,61.4179111944608
2026-02-03,269.22808837890625,271.6258386480508,267.3598109321867,268.9483513556569,64394700,59.92470262968999
2026-02-04,276.23150634765625,278.68922850453845,272.03545112075,272.03545112075,90545700,67.07997745175831
2026-02-05,275.6520690917969,279.2387093202658,272.97458180817284,277.86999494352693,52977400,68.7421200565383
2026-02-06,277.8599853515625,280.6473855638201,276.67109542368036,276.8609202349588,50453400,74.16046132279104
2026-02-09,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400,84.22614707782293
2026-02-10,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900,81.93639419654752
2026-02-11,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300,82.41567758691636
2026-02-12,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200,62.498051428053245
2026-02-13,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700,50.560730850316226
2026-02-17,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100,54.915067240250536
2026-02-18,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300,57.00537660358986
2026-02-19,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300,52.11436748223766
2026-02-20,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42070500,54.2468353417045
2026-02-23,266.17999267578125,269.42999267578125,263.3800048828125,263.489990234375,37308200,46.686193731778175
2026-02-24,272.1400146484375,274.8900146484375,267.7099914550781,267.8599853515625,47014600,52.45066967198041
2026-02-25,274.2300109863281,274.94000244140625,271.04998779296875,271.7799987792969,33714300,48.163678321576505
2026-02-26,272.95001220703125,276.1099853515625,270.79998779296875,274.95001220703125,32345100,47.55239458469962
2026-02-27,264.17999267578125,272.80999755859375,262.8900146484375,272.80999755859375,72366500,38.924889092251334
2026-03-02,264.7200012207031,266.5299987792969,260.20001220703125,262.4100036621094,41827900,41.618710667856504
2026-03-03,263.75,265.55999755859375,260.1300048828125,263.4800109863281,38568900,41.59758173472213
2026-03-04,262.5199890136719,266.1499938964844,261.4200134277344,264.6499938964844,39803100,38.90599087812759
2026-03-05,260.2900085449219,261.55999755859375,257.25,260.7900085449219,49658600,48.4667803492099
2026-03-06,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000,51.916046199511044
2026-03-09,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500,44.75892293051191
2026-03-10,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800,45.44511822379197
2026-03-11,260.80999755859375,262.1300048828125,259.54998779296875,261.0899963378906,26218900,50.32962265487717
2026-03-12,255.75999450683594,258.95001220703125,254.17999267578125,258.6600036621094,40794000,37.729576749610565
2026-03-13,250.1199951171875,256.3299865722656,249.52000427246094,255.47999572753906,36930000,29.914981382617356
2026-03-16,252.82000732421875,253.88999938964844,249.8800048828125,252.11000061035156,32074200,23.69282322259363
2026-03-17,254.22999572753906,255.1300048828125,252.17999267578125,252.9600067138672,32361600,22.253049321335737
2026-03-18,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900,20.53777339790605
2026-03-19,248.9600067138672,251.8300018310547,247.3000030517578,249.39999389648438,34864100,25.655808323021688
2026-03-20,247.99000549316406,249.1999053955078,246.0,248.11000061035156,87981315,23.603656525434133
